iter	Logloss
237	0.3931185974
238	0.3931186745
239	0.3928437339
240	0.3924653377
241	0.3920891157
242	0.3916326133
243	0.3911637587
244	0.3908391757
245	0.3905297433
246	0.3904319569
247	0.3900910598
248	0.3897831811
249	0.3894375524
250	0.389086884
251	0.3887599199
252	0.388388735
253	0.3879935587
254	0.387656944
255	0.3872030793
256	0.3869001426
257	0.3866407466
258	0.3864453518
259	0.3860101102
260	0.3857192147
261	0.3854104886
262	0.385101844
263	0.384475095
264	0.3841423066
265	0.3838064186
266	0.3834437643
267	0.3834437387
268	0.3831785639
269	0.3828857581
270	0.3824036721
271	0.3817601379
272	0.3813093493
273	0.3810164655
274	0.3805817525
275	0.3800888763
276	0.3791184606
277	0.3786576614
278	0.3781905859
279	0.3779253499
280	0.3778484547
281	0.3774869021
282	0.3769565651
283	0.3767974448
284	0.3763221306
285	0.3759166248
286	0.375112795
287	0.3747058908
288	0.3744293659
289	0.3740978776
290	0.3737058197
291	0.3733318043
292	0.3729486473
293	0.3727725088
294	0.3725938302
295	0.372390016
296	0.3719929727
297	0.3715589556
298	0.3712784208
299	0.3712496355
300	0.3707896209
301	0.3705593549
302	0.3702742178
303	0.3700054025
304	0.3697242872
305	0.3695331209
306	0.3693086115
307	0.3693087825
308	0.3688802601
309	0.3684225135
310	0.3680646852
311	0.3678470689
312	0.367500286
313	0.3673097015
314	0.3668260316
315	0.3666495896
316	0.3663965782
317	0.3659859348
318	0.3656248337
319	0.3651858869
320	0.3651598192
321	0.3648949613
322	0.3645768843
323	0.3640354045
324	0.3635258042
325	0.3631137628
326	0.362772742
327	0.3622900165
328	0.3620324614
329	0.3619093203
330	0.3616762528
331	0.3612562076
332	0.3608407085
333	0.3603186181
334	0.3597734312
335	0.3592857866
336	0.3586373809
337	0.35820908
338	0.3578338306
339	0.357216759
340	0.3571475854
341	0.3566519949
342	0.3563744914
343	0.3561509987
344	0.3558301124
345	0.355483552
346	0.3546916239
347	0.3541941287
348	0.3539796371
349	0.3539795903
350	0.3536590496
351	0.3535997906
352	0.3533630067
353	0.3528805886
354	0.3526201852
355	0.3525571272
356	0.3522771666
357	0.3519493337
358	0.3516825053
359	0.3513790575
360	0.351280526
361	0.3512135362
362	0.3507545947
363	0.3505391935
364	0.350277998
365	0.350055911
366	0.3500559152
367	0.349855154
368	0.3494208242
369	0.3490461381
370	0.3490463133
371	0.3487851835
372	0.3485987696
373	0.3481960127
374	0.3478159539
375	0.3473584785
376	0.347216576
377	0.3467637389
378	0.3465489274
379	0.3461574238
380	0.3458946117
381	0.3453934434
382	0.3449584022
383	0.3445228333
384	0.3439626311
385	0.3436110166
386	0.3433580587
387	0.3432193037
388	0.3429454577
389	0.3426977445
390	0.3423483706
391	0.3419311477
392	0.3416088444
393	0.3412507949
394	0.3409046173
395	0.3406559146
396	0.3401178912
397	0.339838876
398	0.3394701509
399	0.3391706813
400	0.3389346512
401	0.3385223606
402	0.3383621776
403	0.3379550614
404	0.3376995358
405	0.33738072
406	0.3370351603
407	0.3367473547
408	0.3365841685
409	0.3360261684
410	0.3360262439
411	0.3356952436
412	0.3352538293
413	0.335093603
414	0.3347881903
415	0.3346078432
416	0.3341366963
417	0.3341045024
418	0.333843635
419	0.3334496573
420	0.3331826513
421	0.3329493636
422	0.3326973092
423	0.3324139954
424	0.3320592357
425	0.3318266553
426	0.3317374542
427	0.331554621
428	0.3312697744
429	0.3310478704
430	0.3306051791
431	0.3304517485
432	0.3302369328
433	0.3296118258
434	0.329228568
435	0.3289366555
436	0.3286340209
437	0.3284186247
438	0.3280807098
439	0.3277255414
440	0.3274905583
441	0.3270444692
442	0.3264315044
443	0.3261422517
444	0.3258466565
445	0.325563633
446	0.3253769731
447	0.3249563951
448	0.3244435538
449	0.3239215494
450	0.3237164177
451	0.3233704529
452	0.3231269727
453	0.3229154794
454	0.3227457245
455	0.3225047092
456	0.322094005
457	0.3216578533
458	0.321397157
459	0.3207666052
460	0.3203498543
461	0.3200279185
462	0.3195916341
463	0.3193440509
464	0.318927899
465	0.3185852614
466	0.318224573
467	0.3180013444
468	0.317845134
469	0.317615348
470	0.3174488404
471	0.3169972104
472	0.3165761104
473	0.3163288275
474	0.3159503783
475	0.3158253853
476	0.3154259742
477	0.3150317631
478	0.3147291039
479	0.3146556937
480	0.3146327448
481	0.314594234
482	0.3143157418
483	0.3138750597
484	0.3130893718
485	0.3128255787
486	0.3125443609
487	0.3121440745
488	0.3117767157
489	0.3114688927
490	0.3112756273
491	0.3109160083
492	0.3105753473
493	0.3101503124
494	0.3099872702
495	0.3097523526
496	0.3097526185
497	0.3093549644
498	0.3092615049
499	0.3090329017
500	0.3089380261
501	0.3086886314
502	0.3082805608
503	0.307935651
504	0.3076892817
505	0.3074904038
506	0.3071381074
507	0.3067569486
508	0.3064185894
509	0.3063175483
510	0.3058836807
511	0.3054933428
512	0.3050513382
513	0.3047440702
514	0.3045191728
515	0.304087221
516	0.303795759
517	0.3034737744
518	0.3032454953
519	0.3032452972
520	0.3030146655
521	0.3027384946
522	0.3024624659
523	0.301896344
524	0.3015569942
525	0.3011206687
526	0.300883373
527	0.3007028531
528	0.3005324119
529	0.3002849789
530	0.3002049659
531	0.2999019537
532	0.299546974
533	0.2993033587
534	0.299201133
535	0.2989891423
536	0.2988311735
537	0.2985145912
538	0.2983899783
539	0.2983898501
540	0.2981497267
541	0.2978905398
542	0.2975265803
543	0.2969936572
544	0.2966095433
545	0.2965845302
546	0.2964488673
547	0.2961973895
548	0.296031337
549	0.2958012402
550	0.2954533645
551	0.2950811263
552	0.2948619482
553	0.2947518912
554	0.2947311677
555	0.2946959599
556	0.2945112054
557	0.2941400426
558	0.2938783547
559	0.2935984409
560	0.2932271207
561	0.2931283789
562	0.29288323
563	0.2928503339
564	0.2928356147
565	0.2926662982
566	0.2924835664
567	0.2922470931
568	0.2920237069
569	0.2918630617
570	0.2915109653
571	0.2911350613
572	0.2906427847
573	0.2906145674
574	0.29035986
575	0.2897682316
576	0.2892392964
577	0.288980518
578	0.28883396
579	0.2885660127
580	0.2883769261
581	0.2881779284
582	0.2878846924
583	0.287685799
584	0.2874857189
585	0.2870950752
586	0.2869048883
587	0.2863564827
588	0.2859679412
589	0.2859679106
590	0.2857330082
591	0.2854858937
592	0.2853133035
593	0.2852768284
594	0.2850946196
595	0.2849083471
596	0.2847297844
597	0.2845919074
598	0.2845710955
599	0.2843608852
600	0.2840895645
601	0.2837878528
602	0.2835864998
603	0.2831725209
604	0.2829951386
605	0.2826891734
606	0.2823982067
607	0.28187651
608	0.2816566664
609	0.2812693352
610	0.2808162835
611	0.2806621434
612	0.2804137753
613	0.280395213
614	0.2801425719
615	0.2797352626
616	0.279490413
617	0.2793961328
618	0.2791078974
619	0.2790156869
620	0.2789195919
621	0.2787457442
622	0.278357272
623	0.2781423633
624	0.2778521147
625	0.2777063945
626	0.2775891909
627	0.2770730126
628	0.2767758566
629	0.2765890866
630	0.2763264022
631	0.2760647989
632	0.2757314726
633	0.2751770713
634	0.2748897992
635	0.2744959751
636	0.2741668924
637	0.2741670075
638	0.2740609876
639	0.2739283529
640	0.2737448526
641	0.2735653297
642	0.2735653545
643	0.2732630455
644	0.2730316196
645	0.2728895642
646	0.2723818309
647	0.2721475552
648	0.2718696945
649	0.2714870425
650	0.2712640936
651	0.2709710471
652	0.270733676
653	0.2703384367
654	0.2701683233
655	0.2701681691
656	0.2701156428
657	0.26971638
658	0.26937463
659	0.269189694
660	0.2691066275
661	0.2689334063
662	0.2687168484
663	0.268513194
664	0.2682356815
665	0.2678689205
666	0.2677292958
667	0.2675671028
668	0.2673329269
669	0.2671670722
670	0.2667433886
671	0.266639687
672	0.266450825
673	0.266364391
674	0.2659674566
675	0.2655826726
676	0.2654606936
677	0.2650384606
678	0.2648387722
679	0.2647006127
680	0.2643514022
681	0.2641773081
682	0.2639499369
683	0.2637345952
684	0.2636139349
685	0.2633846944
686	0.2631294803
687	0.2628830899
688	0.2626892737
689	0.2623741886
690	0.2621116676
691	0.2620215356
692	0.2618095468
693	0.2616953631
694	0.261454331
695	0.2611172971
696	0.2608797029
697	0.2607394112
698	0.2605012338
699	0.2603169062
700	0.2600254951
701	0.2598515528
702	0.2595650615
703	0.2594260952
704	0.2592850766
705	0.2589310737
706	0.2589096585
707	0.2587083541
708	0.2584734818
709	0.258327124
710	0.2581615492
711	0.2579921503
712	0.2578351413
713	0.2576375192
714	0.2575555423
715	0.2573799874
716	0.2573066086
717	0.2570535996
718	0.2569648207
719	0.2569371302
720	0.2566234904
721	0.2563595593
722	0.2561194083
723	0.2560004899
724	0.2557266051
725	0.2554582168
726	0.2552057314
727	0.2549763149
728	0.2546144506
729	0.2544200972
730	0.2542133156
731	0.2539179502
732	0.2537825774
733	0.253645693
734	0.2536454945
735	0.2534202278
736	0.2531128838
737	0.2530399543
738	0.252848783
739	0.2525964971
740	0.2522209618
741	0.2520713621
742	0.2519674936
743	0.2516321651
744	0.2513425093
745	0.2511055146
746	0.2509786692
747	0.2508479839
748	0.2508301165
749	0.2503576139
750	0.250321073
751	0.2501688472
752	0.2499988963
753	0.2497221146
754	0.2495080272
755	0.2494957515
756	0.2492976707
757	0.2492977217
758	0.2490458047
759	0.2488008003
760	0.2485750835
761	0.2484890351
762	0.2484307044
763	0.248128245
764	0.247902936
765	0.2476840627
766	0.2475693174
767	0.24738269
768	0.2471880662
769	0.2470096733
770	0.2468639429
771	0.2466967168
772	0.2465908073
773	0.2461773985
774	0.2459543692
775	0.2458151588
776	0.2455114919
777	0.2453166108
778	0.2451445377
779	0.2450730716
780	0.2447608522
781	0.244548804
782	0.2440383303
783	0.2440383054
784	0.2436713884
785	0.2434505345
786	0.2433165194
787	0.2429845393
788	0.2428192632
789	0.2425154993
790	0.2423209261
791	0.2423207031
792	0.242201506
793	0.2419682445
794	0.2419681964
795	0.241671516
796	0.2415412671
797	0.2414094668
798	0.2413476522
799	0.2413479264
800	0.2410026529
801	0.2407136275
802	0.2406197364
803	0.2403358355
804	0.2400505756
805	0.2398903234
806	0.239703167
807	0.2394606595
808	0.2393287352
809	0.2391638218
810	0.2391472535
811	0.2389645673
812	0.2387970485
813	0.2384982331
814	0.2382240129
815	0.2380219959
816	0.2379392121
817	0.237748844
818	0.2376175853
819	0.2374053975
820	0.2371316887
821	0.2369250028
822	0.236497453
823	0.2364442215
824	0.2361342385
825	0.2360087186
826	0.2357881076
827	0.2355909554
828	0.2354575978
829	0.2354575937
830	0.2354575933
831	0.235245151
832	0.2350663592
833	0.2348361742
834	0.2346908524
835	0.234474732
836	0.2342923256
837	0.2341373924
838	0.2340948698
839	0.2339458155
840	0.2337720576
841	0.2337541021
842	0.2334570924
843	0.2332889513
844	0.2330663035
845	0.2330663537
846	0.2329300712
847	0.2327719249
848	0.2325838467
849	0.2323141524
850	0.2321414717
851	0.2319850334
852	0.2315617046
853	0.2313737235
854	0.2311108447
855	0.2309104582
856	0.2306983885
857	0.2304736577
858	0.2302517449
859	0.2299970233
860	0.2296791387
861	0.2294605576
862	0.2293035035
863	0.2293034369
864	0.2291968882
865	0.2289990648
866	0.2288651583
867	0.2286314249
868	0.2286313988
869	0.2286028967
870	0.2285598137
871	0.2284388069
872	0.2282688733
873	0.2281220459
874	0.2280940152
875	0.2279048661
876	0.2276203556
877	0.2275819997
878	0.2274098274
879	0.2272353467
880	0.227081685
881	0.2268614079
882	0.226595577
883	0.2264137877
884	0.226125002
885	0.2258836993
886	0.2257941304
887	0.2256627537
888	0.2256469957
889	0.2254205232
890	0.2252393942
891	0.225049726
892	0.2250495836
893	0.2248566788
894	0.2247414275
895	0.2244737961
896	0.2242994242
897	0.2240534084
898	0.2239329812
899	0.2237123929
900	0.2235501512
901	0.2231604634
902	0.2231604131
903	0.2230226673
904	0.2228726074
905	0.2225173448
906	0.2221964831
907	0.2221840826
908	0.2220969397
909	0.2219419604
910	0.2217571675
911	0.2214922448
912	0.2214176979
913	0.2210581718
914	0.2209566629
915	0.2208449249
916	0.2208204447
917	0.2208041979
918	0.2204837817
919	0.2203318928
920	0.2201267373
921	0.2198952884
922	0.2197318715
923	0.219592355
924	0.2195923562
925	0.2194574623
926	0.2192134085
927	0.2192131116
928	0.219096571
929	0.2189802508
930	0.2187778606
931	0.218646893
932	0.2185403825
933	0.2183219929
934	0.2182567601
935	0.2180110991
936	0.2178887222
937	0.2175711616
938	0.217433267
939	0.2173347686
940	0.2173256055
941	0.2169938375
942	0.2167772956
943	0.2163582452
944	0.216115364
945	0.2159419023
946	0.2158610917
947	0.2156790907
948	0.2155410743
949	0.215401465
950	0.2151904117
951	0.2148873825
952	0.2147067346
953	0.2145390015
954	0.2142800966
955	0.2140755722
956	0.2139343208
957	0.2137641735
958	0.2137642233
959	0.2136328834
960	0.2134689687
961	0.2132958741
962	0.2131186452
963	0.2128634321
964	0.2128633137
965	0.2126672141
966	0.2124592125
967	0.2123917146
968	0.2122785674
969	0.2121994326
970	0.2121617752
971	0.2119334742
972	0.2119180513
973	0.2117360752
974	0.2115288109
975	0.2113537424
976	0.2112647955
977	0.211082472
978	0.2108889989
979	0.2107269462
980	0.2106640428
981	0.2105132945
982	0.2101975063
983	0.2100389892
984	0.2098503927
985	0.2097172708
986	0.2094711612
987	0.2092166654
988	0.2090827248
989	0.2090097048
990	0.2089052795
991	0.2087455202
992	0.2086431924
993	0.2081976949
994	0.2081188396
995	0.2080861535
996	0.2078962815
997	0.2078961211
998	0.2076642956
999	0.2076641981
1000	0.2075179544
1001	0.2074145163
1002	0.2072389602
1003	0.2071292439
1004	0.2071293245
1005	0.2070100609
1006	0.2069346155
1007	0.2068049452
1008	0.206647426
1009	0.2065351569
1010	0.2063729084
1011	0.206264206
1012	0.2061297
1013	0.2058961423
1014	0.2055942426
1015	0.2055291294
1016	0.2053264635
1017	0.2052191545
1018	0.2051055333
1019	0.2048746205
1020	0.2047411623
1021	0.2046431387
1022	0.2044361275
1023	0.2041415296
1024	0.2038758454
1025	0.2037491384
1026	0.2036262313
1027	0.2035679857
1028	0.2032814698
1029	0.2029833898
1030	0.202891785
1031	0.2028558928
1032	0.2027931783
1033	0.2026261481
1034	0.2024696091
1035	0.2022992776
1036	0.2020529728
1037	0.2018964427
1038	0.2016350521
1039	0.2014809565
1040	0.2014054017
1041	0.2012421866
1042	0.2011017306
1043	0.2010066406
1044	0.2009860231
1045	0.2008511671
1046	0.2006601158
1047	0.2005805406
1048	0.2001909126
1049	0.2000135504
1050	0.1999422627
1051	0.1998518716
1052	0.1997927907
1053	0.1997346437
1054	0.19970603
1055	0.199595408
1056	0.1993675247
1057	0.1992200663
1058	0.198995286
1059	0.1988826914
1060	0.1987960645
1061	0.1987650076
1062	0.1986702396
1063	0.198463932
1064	0.1982267617
1065	0.1980893858
1066	0.1979697589
1067	0.1978464411
1068	0.1976713373
1069	0.1974708476
1070	0.1972906625
1071	0.1971438269
1072	0.1970159405
1073	0.1969805086
1074	0.1968640794
1075	0.1967922355
1076	0.1965585034
1077	0.1961624746
1078	0.1961429036
1079	0.1958966091
1080	0.1956296786
1081	0.1953544912
1082	0.1953223249
1083	0.1953222763
1084	0.1950729042
1085	0.1949046465
1086	0.1947281036
1087	0.1945940202
1088	0.1943892607
1089	0.1942413897
1090	0.194068662
1091	0.1939174038
1092	0.1937827445
1093	0.1935561685
1094	0.1933959182
1095	0.1932895943
1096	0.1929024897
1097	0.1927483243
1098	0.1926857214
1099	0.1924479703
1100	0.1923554601
1101	0.1922648825
1102	0.1922267487
1103	0.1919085848
1104	0.1919086331
1105	0.1917404949
1106	0.1915947069
1107	0.1913469473
1108	0.1911956061
1109	0.1909629849
1110	0.1908984163
1111	0.1907457828
1112	0.1905735801
1113	0.1905144463
1114	0.1903191336
1115	0.1901584498
1116	0.1899487735
1117	0.1897802535
1118	0.1895610514
1119	0.1893844652
1120	0.1893726556
1121	0.1892555649
1122	0.1892557254
1123	0.1891834226
1124	0.1891434085
1125	0.1889437228
1126	0.1888263292
1127	0.1887702041
1128	0.1886509583
1129	0.1885114113
1130	0.1885113012
1131	0.1883466398
1132	0.1882404175
1133	0.1881563508
1134	0.1880162124
1135	0.1879405797
1136	0.1878092256
1137	0.187720071
1138	0.1876111279
1139	0.1875316601
1140	0.1874048666
1141	0.1872644098
1142	0.1870300868
1143	0.1868443985
1144	0.1866363607
1145	0.186636456
1146	0.1862038485
1147	0.1860381863
1148	0.185995673
1149	0.1859711375
1150	0.1857774605
1151	0.1855949046
1152	0.1855052499
1153	0.1854226674
1154	0.1850278249
1155	0.1849202666
1156	0.1848627264
1157	0.1847781046
1158	0.1847193762
1159	0.1845465405
1160	0.1844255671
1161	0.1842923408
1162	0.1842166417
1163	0.1840771329
1164	0.1839467994
1165	0.1838169984
1166	0.1837171688
1167	0.1837172155
1168	0.1836398814
1169	0.1835394327
1170	0.1835392375
1171	0.1835392458
1172	0.1833353891
1173	0.1832076934
1174	0.1829960642
1175	0.1829001394
1176	0.1827777958
1177	0.1824559792
1178	0.1822233425
1179	0.1818460865
1180	0.1817096052
1181	0.1816813888
1182	0.1816230145
1183	0.1813607512
1184	0.1812625531
1185	0.1811731798
1186	0.1811490217
1187	0.1810042193
1188	0.1808228176
1189	0.1807485764
1190	0.1807123134
1191	0.1805307428
1192	0.1803542921
1193	0.1802112113
1194	0.180142957
1195	0.1798400204
1196	0.1797444126
1197	0.1795927124
1198	0.1795485588
1199	0.179384395
1200	0.1792232633
1201	0.1790161359
1202	0.1789004764
1203	0.178782055
1204	0.1787741221
1205	0.1786571687
1206	0.1784686124
1207	0.1783022432
1208	0.1781904217
1209	0.1780541285
1210	0.1779767976
1211	0.1776914943
1212	0.1775887447
1213	0.1775599262
1214	0.1775494908
1215	0.177355861
1216	0.1772648499
1217	0.1771912006
1218	0.1769582723
1219	0.1768183572
1220	0.1767508259
1221	0.176625967
1222	0.1763297815
1223	0.176197745
1224	0.1760351608
1225	0.1758815431
1226	0.1756731359
1227	0.1755074479
1228	0.1754039004
1229	0.175392695
1230	0.1753821389
1231	0.1753517071
1232	0.1753266052
1233	0.1751192022
1234	0.1751056952
1235	0.174977801
1236	0.1749063807
1237	0.1748292737
1238	0.1746879158
1239	0.1746879213
1240	0.1745670285
1241	0.1744934219
1242	0.174353023
1243	0.1742250324
1244	0.1740692384
1245	0.173928887
1246	0.173751932
1247	0.173737084
1248	0.1735042549
1249	0.1733096795
1250	0.1732641538
1251	0.1730580783
1252	0.1729081422
1253	0.1728647525
1254	0.1728070146
1255	0.1727477171
1256	0.1725772764
1257	0.1724129591
1258	0.1724027654
1259	0.1722256851
1260	0.1721221307
1261	0.1719834335
1262	0.1717271561
1263	0.1716765133
1264	0.1715958278
1265	0.1714258996
1266	0.1712943568
1267	0.1712851045
1268	0.1712195062
1269	0.1711087857
1270	0.1710175062
1271	0.170645363
1272	0.17054372
1273	0.1704873484
1274	0.1704871872
1275	0.170344447
1276	0.170251948
1277	0.1701724018
1278	0.1701384604
1279	0.1699053103
1280	0.1697655597
1281	0.1697036205
1282	0.1695585673
1283	0.1695286727
1284	0.1693513515
1285	0.1691006023
1286	0.1689812642
1287	0.1688880819
1288	0.1688079086
1289	0.1686659992
1290	0.1685387364
1291	0.168456597
1292	0.1683570063
1293	0.1682926388
1294	0.168103984
1295	0.1681040224
1296	0.1680239708
1297	0.1680239726
1298	0.1679325031
1299	0.1678044484
1300	0.1677079373
1301	0.1676144987
1302	0.1675451601
1303	0.1673278428
1304	0.16710677
1305	0.1670278061
1306	0.1669096743
1307	0.1668739856
1308	0.166770957
1309	0.1666548951
1310	0.1665958884
1311	0.1665526299
1312	0.1664833526
1313	0.1663453319
1314	0.1662845131
1315	0.1660497808
1316	0.1659324432
1317	0.1659325676
1318	0.1658196174
1319	0.1656622197
1320	0.1654715328
1321	0.1652967621
1322	0.1651550585
1323	0.1651002288
1324	0.1650197616
1325	0.1649122979
1326	0.1647669692
1327	0.1646503127
1328	0.1645382352
1329	0.1644694894
1330	0.164157019
1331	0.1639900691
1332	0.1638784357
1333	0.1637829321
1334	0.1636252601
1335	0.1634752663
1336	0.1633547002
1337	0.1632718928
1338	0.1631396811
1339	0.16303799
1340	0.1630271286
1341	0.1629047155
1342	0.1628236896
1343	0.162730431
1344	0.1626742073
1345	0.1626136234
1346	0.1624953206
1347	0.1624411065
1348	0.1621783913
1349	0.1620434357
1350	0.1619460511
1351	0.1618388556
1352	0.1617793996
1353	0.1617095598
1354	0.1616597169
1355	0.1615007134
1356	0.1613516218
1357	0.1613517127
1358	0.1612567991
1359	0.1612197428
1360	0.1611480694
1361	0.1610952906
1362	0.1609582658
1363	0.1607837425
1364	0.1607228298
1365	0.1606564389
1366	0.1604612349
1367	0.1603132826
1368	0.1602523913
1369	0.1602393539
1370	0.1600582542
1371	0.1599724059
1372	0.1598908415
1373	0.1597725807
1374	0.1596186043
1375	0.1595048003
1376	0.1594423139
1377	0.1592993851
1378	0.1591786213
1379	0.1591786708
1380	0.1589193902
1381	0.1587683023
1382	0.1586660928
1383	0.1585523554
1384	0.1584262786
1385	0.1582901392
1386	0.158182455
1387	0.1580623212
1388	0.1579816799
1389	0.1579199872
1390	0.1577917759
1391	0.1577514826
1392	0.1576274449
1393	0.157508795
1394	0.1573398274
1395	0.1573298704
1396	0.1572565877
1397	0.1571805089
1398	0.157070806
1399	0.1569473148
1400	0.1568843472
1401	0.1567525242
1402	0.1564904476
1403	0.1564323469
1404	0.1563190126
1405	0.1561266628
1406	0.1560038854
1407	0.1559394765
1408	0.1558552709
1409	0.1557987625
1410	0.1557572921
1411	0.1556510184
1412	0.1554153468
1413	0.1554110438
1414	0.1552764866
1415	0.1551450432
1416	0.1551450557
1417	0.1550066013
1418	0.1548104746
1419	0.1546734668
1420	0.1546734291
1421	0.1545973689
1422	0.154390899
1423	0.1543426399
1424	0.1542375875
1425	0.1540996593
1426	0.1538745807
1427	0.1538002119
1428	0.1537033434
1429	0.153549249
1430	0.1533136601
1431	0.1532279264
1432	0.1531086602
1433	0.1530451531
1434	0.1529772732
1435	0.1528803431
1436	0.1527392792
1437	0.1525819327
1438	0.152432569
1439	0.1523313544
1440	0.1522198377
1441	0.1520871179
1442	0.1519658977
1443	0.1517802274
1444	0.1516439051
1445	0.1515966567
1446	0.1515967562
1447	0.1515967562
1448	0.151447512
1449	0.1512691152
1450	0.1511191662
1451	0.1509547449
1452	0.1508515351
1453	0.1507374617
1454	0.1505344305
1455	0.1504104218
1456	0.1502980978
1457	0.1499925136
1458	0.1499105062
1459	0.1498487698
1460	0.1497256072
1461	0.1495562037
1462	0.1494955621
1463	0.1492671259
1464	0.1491610876
1465	0.1491251965
1466	0.1489961202
1467	0.1487493104
1468	0.1487192502
1469	0.1485396505
1470	0.1484106926
1471	0.1482777626
1472	0.1481862546
1473	0.1480617308
1474	0.1480616949
1475	0.1479970187
1476	0.1479970318
1477	0.1479107252
1478	0.1477927028
1479	0.1476843028
1480	0.147585917
1481	0.1474094098
1482	0.1472741928
1483	0.1470221754
1484	0.1469416731
1485	0.1468231779
1486	0.146671091
1487	0.1466230053
1488	0.1465928934
1489	0.146525816
1490	0.1464962021
1491	0.146393602
1492	0.146244298
1493	0.1460913164
1494	0.1460838394
1495	0.1459426915
1496	0.1458651754
1497	0.1457371127
1498	0.1455918144
1499	0.1455304899
1500	0.1454405485
1501	0.145440561
1502	0.1451818539
1503	0.1450056665
1504	0.1448401636
1505	0.1447065716
1506	0.1445885886
1507	0.144507349
1508	0.1444967937
1509	0.1444339443
1510	0.1443652416
1511	0.1442148735
1512	0.1441239439
1513	0.143992824
